,시작온도,종료온도,constant,count
0,65.3,651.2,0.03590073529411765,1.0
1,118.3,1151.9,0.03736804049168475,1.0
2,127.1,1248.5,0.02827534039334342,1.0
3,341.32222222222225,1257.6999999999998,0.03051611084507475,9.0
4,366.05,1165.15,0.01822074222074222,2.0
5,412.9166666666667,1254.8000000000002,0.032725842137025896,6.0
6,460.0,1174.7,0.04051587301587302,1.0
7,463.3,799.3,0.05045045045045044,1.0
8,510.3277777777778,1254.6277777777777,0.0387736539677275,18.0
9,568.28,1255.3400000000001,0.038676260199026195,5.0
10,592.2,1142.5,0.04984601449275362,1.0
11,609.7846153846154,1255.0846153846153,0.04849121506639716,13.0
12,639.3,1147.2,0.016405038759689926,1.0
13,665.6142857142858,1251.0571428571432,0.04436105501288218,14.0
14,743.9,1060.9,0.03942786069651743,1.0
15,813.9857142857143,1259.8,0.10155697538031826,7.0
16,1014.4499999999999,1250.1,0.029928330790744993,2.0
17,1116.2,1192.5,0.05298611111111108,1.0
